mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
32;4;8;8;512;39062;50;0.001;input_data_512.h5;;par;45.581886;1.7940886989235878;4.5929258586953764e-05
32;4;8;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;2.8466259948909283;7.287455826355354e-05
32;4;8;8;512;39062;50;0.001;input_data_512.h5;/scratch/project/atr-25-7/ramsay/1959256/512x512_out_hybrid_2d_par.h5;par;45.581886;15.574342995882034;0.00039870828416061735
32;4;8;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.214909;0.5405994802713394;2.7679047681702903e-05
32;4;8;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;2.154183227568865;0.00011029559303511673
32;4;8;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;9.97692421451211;0.0005108250583437668
32;4;8;8;1024;19531;50;0.001;input_data_1024.h5;;par;29.214909;1.0573443956673145;5.413672600825941e-05
32;4;8;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;2.7324814200401306;0.00013990483948800013
32;4;8;8;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/atr-25-7/ramsay/1959256/1024x1024_out_hybrid_2d_par.h5;par;29.214909;11.598880391567945;0.000593870277587832
32;4;8;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.292988;0.503460954874754;5.155770147206902e-05
32;4;8;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;3.4208587892353535;0.00035031836039276534
32;4;8;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;31.378829542547464;0.0032133978026162276
32;4;8;8;2048;9765;50;0.001;input_data_2048.h5;;par;23.292988;0.7595681734383106;7.778475918467083e-05
32;4;8;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;3.7448056004941463;0.00038349263701936985
32;4;8;8;2048;9765;50;0.001;input_data_2048.h5;/scratch/project/atr-25-7/ramsay/1959256/2048x2048_out_hybrid_2d_par.h5;par;23.292988;14.043004270642996;0.0014380956754370708
32;4;8;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.17147;0.8199011720716953;0.00016794370587294046
32;4;8;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;6.869761828333139;0.0014071613740952763
32;4;8;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;30.54978532716632;0.0062576373058513554
32;4;8;8;4096;4882;50;0.001;input_data_4096.h5;;par;21.17147;0.9982805587351322;0.00020448188421448837
32;4;8;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;7.140869352966547;0.0014626934356752452
32;4;8;8;4096;4882;50;0.001;input_data_4096.h5;/scratch/project/atr-25-7/ramsay/1959256/4096x4096_out_hybrid_2d_par.h5;par;21.17147;44.201581217348576;0.00905399041731843
